pieutiwbyo	dziwbyo	dziwbyoNguaidziw	syenjyongdziw	krenqhruadziw	nitpundziw	thongqitmra
05F9E	從			从	従	U+5F9E
05FA0	徠			徕		U+5FA0
05FA1	御					U+5FA1
05FA8	徨					U+5FA8
05FAC	徬					U+5FAC
05FB7	德				徳	U+5FB7
05FC3	心					U+5FC3
05FC5	必					U+5FC5
05FCC	忌					U+5FCC
05FD4	忔					U+5FD4
05FD6	忖					U+5FD6
05FD7	志					U+5FD7
05FD8	忘					U+5FD8
05FD9	忙					U+5FD9
05FDD	忝					U+5FDD
05FE0	忠					U+5FE0
05FE1	忡					U+5FE1
05FE4	忤					U+5FE4
05FE7	忧					U+5FE7
05FEB	快					U+5FEB
05FEE	忮					U+5FEE
05FF5	念					U+5FF5
05FFB	忻					U+5FFB
05FFD	忽					U+5FFD
06012	怒					U+6012
06014	怔					U+6014
06015	怕					U+6015
06019	怙					U+6019
0601B	怛					U+601B
0601D	思					U+601D
06025	急					U+6025
06027	性					U+6027
0602A	怪					U+602A
0602C	怬					U+602C
06033	怳		恍			U+6033
06035	怵					U+6035
06043	恃					U+6043
06047	恇					U+6047
0604D	恍					U+604D
06050	恐					U+6050
06052	恒					U+6052
06054	恔					U+6054
06055	恕					U+6055
0605F	恟					U+605F
06062	恢					U+6062
06063	恣					U+6063
06069	恩					U+6069
0606A	恪					U+606A
0606B	恫					U+606B
0606C	恬					U+606C
0606D	恭					U+606D
0606F	息					U+606F
06070	恰					U+6070
0607F	恿					U+607F
06083	悃					U+6083
06084	悄					U+6084
0608D	悍					U+608D
06092	悒					U+6092
0609B	悛					U+609B
0609D	悝					U+609D
0609F	悟					U+609F
060A0	悠					U+60A0
060A2	悢					U+60A2
060A3	患					U+60A3
060A6	悦					U+60A6
060AE	悮					U+60AE
060B5	悵			怅		U+60B5
060B6	悶			闷		U+60B6
060B8	悸					U+60B8
060BC	悼					U+60BC
060BE	悾					U+60BE
060C5	情					U+60C5
060C6	惆					U+60C6
060CF	惏		婪			U+60CF
060D5	惕					U+60D5
060D8	惘					U+60D8
060DA	惚					U+60DA
060DC	惜					U+60DC
060DF	惟					U+60DF
060E7	惧					U+60E7
060EA	惪		德			U+60EA
060F3	想					U+60F3
060F5	惵					U+60F5
060F6	惶					U+60F6
060FA	惺					U+60FA
06100	愀					U+6100
06101	愁					U+6101
0610F	意					U+610F
06114	愔					U+6114
0611A	愚					U+611A
0611B	愛			爱		U+611B
0611C	愜			惬		U+611C
06137	愷			恺		U+6137
0613A	愺					U+613A
0613E	愾			忾		U+613E
0613F	愿					U+613F
06142	慂		恿			U+6142
06144	慄		栗			U+6144
06148	慈					U+6148
0614A	慊					U+614A
0614C	慌					U+614C
0614E	慎					U+614E
06163	慣			惯		U+6163
06164	慤			悫		U+6164
06165	慥					U+6165
06168	慨					U+6168
06170	慰					U+6170
06171	慱					U+6171
06173	慳			悭		U+6173
06175	慵					U+6175
06176	慶			庆		U+6176
06177	慷					U+6177
06182	憂			忧		U+6182
06192	憒			愦		U+6192
061A9	憩					U+61A9
061AB	憫			悯		U+61AB
061AC	憬					U+61AC
061B2	憲			宪		U+61B2
061B6	憶			忆		U+61B6
061BE	憾					U+61BE
061C2	懂					U+61C2
061C3	懃		勤			U+61C3
061D4	懔					U+61D4
061DF	懟			怼		U+61DF
061E5	懥					U+61E5
061F6	懶			懒		U+61F6
061FC	懼			惧		U+61FC
06209	戉					U+6209
0620C	戌					U+620C
06210	成					U+6210
06211	我					U+6211
06212	戒					U+6212
06215	戕					U+6215
0621A	戚					U+621A
0621B	戛					U+621B
0621F	戟					U+621F
06237	户				戸	U+6237
0623B	戻					U+623B
0623D	戽					U+623D
0623F	房					U+623F
06240	所					U+6240
06246	扆					U+6246
06247	扇					U+6247
06248	扈					U+6248
0624B	手					U+624B
0624D	才					U+624D
0624E	扎					U+624E
06250	扐					U+6250
06252	扒					U+6252
06253	打					U+6253
0625B	扛					U+625B
0625E	扞		捍			U+625E
06262	扢					U+6262
06263	扣					U+6263
0626D	扭					U+626D
0626F	扯					U+626F
06271	扱					U+6271
0627F	承					U+627F
06280	技					U+6280
06284	抄					U+6284
06286	抆					U+6286
06291	抑					U+6291
06292	抒					U+6292
06295	投					U+6295
06296	抖					U+6296
06298	折					U+6298
062B1	抱					U+62B1
062B4	抴					U+62B4
062B6	抶					U+62B6
062BD	抽					U+62BD
062C5	担					U+62C5
062C9	拉					U+62C9
062CC	拌					U+62CC
062CD	拍					U+62CD
062CF	拏		拿			U+62CF
062D2	拒					U+62D2
062D3	拓					U+62D3
062D8	拘					U+62D8
062D9	拙					U+62D9
062DC	拜				拝	U+62DC
062EC	括					U+62EC
062EE	拮					U+62EE
062F1	拱					U+62F1
062F4	拴					U+62F4
062F6	拶					U+62F6
062FD	拽					U+62FD
062FE	拾					U+62FE
062FF	拿					U+62FF
06301	持					U+6301
06303	挃					U+6303
06309	按					U+6309
06310	挐		拿			U+6310
06339	挹					U+6339
06342	捂					U+6342
06343	捃					U+6343
06344	捄		救			U+6344
06345	捅					U+6345
06349	捉					U+6349
0634D	捍					U+634D
0634E	捎					U+634E
0634F	捏					U+634F
06350	捐					U+6350
06357	捗					U+6357
06366	捦					U+6366
06368	捨			舍		U+6368
0636B	捫			扪		U+636B
0636E	据					U+636E
0637B	捻					U+637B
06383	掃			扫		U+6383
06388	授					U+6388
0638F	掏					U+638F
06396	掖					U+6396
06398	掘					U+6398
0639B	掛		挂			U+639B
0639F	掟					U+639F
063A0	掠					U+63A0
063A7	控					U+63A7
063C5	揅					U+63C5
063D2	插				挿	U+63D2
063DA	揚			扬		U+63DA
063E2	揢					U+63E2
063F2	揲					U+63F2
063F4	援					U+63F4
0640D	損			损		U+640D
06412	搒					U+6412
06413	搓					U+6413
0641C	搜				捜	U+641C
06425	搥		捶			U+6425
0642A	搪					U+642A
0642D	搭					U+642D
06430	搰					U+6430
06434	搴					U+6434
0645C	摜			掼		U+645C
0646B	摫					U+646B
0646D	摭					U+646D
0647C	摼					U+647C
06485	撅					U+6485
06488	撈			捞		U+6488
0648A	撊					U+648A
06499	撙					U+6499
0649D	撝			㧑		U+649D
0649F	撟					U+649F
064A6	撦		扯			U+64A6
064BF	撿			捡		U+64BF
064C0	擀					U+64C0
064C1	擁			拥		U+64C1
064C5	擅					U+64C5
064CE	擎					U+64CE
064D2	擒					U+64D2
064E1	擡					U+64E1
064E2	擢					U+64E2
064EC	擬			拟		U+64EC
064F4	擴			扩	拡	U+64F4
064F7	擷			撷		U+64F7
064FE	擾			扰		U+64FE
06514	攔			拦		U+6514
06524	攤			摊		U+6524
0652A	攪			搅		U+652A
0652C	攬			揽		U+652C
0652F	支					U+652F
06536	收				収	U+6536
06538	攸					U+6538
06539	改					U+6539
0653B	攻					U+653B
0653E	放					U+653E
0653F	政					U+653F
06542	敂		叩			U+6542
06545	故					U+6545
06548	效				効	U+6548
06549	敉					U+6549
06551	救					U+6551
06554	敔					U+6554
06555	敕				勅	U+6555
06556	敖					U+6556
06557	敗			败		U+6557
06559	教					U+6559
06562	敢					U+6562
06563	散					U+6563
06566	敦					U+6566
0656C	敬					U+656C
06574	整					U+6574
06577	敷					U+6577
06582	斂			敛		U+6582
06586	斆			敩		U+6586
06587	文					U+6587
0658C	斌					U+658C
06591	斑					U+6591
06597	斗					U+6597
06599	料					U+6599
0659B	斛					U+659B
0659C	斜					U+659C
065A4	斤					U+65A4
065A5	斥					U+65A5
065A8	斨					U+65A8
065AB	斫					U+65AB
065AC	斬			斩		U+65AC
065B0	新					U+65B0
065B2	斲		斫			U+65B2
065B9	方					U+65B9
065C1	旁					U+65C1
065C2	旂		旗			U+65C2
065C3	旃					U+65C3
065C5	旅					U+65C5
065CB	旋					U+65CB
065CC	旌					U+65CC
065CF	族					U+65CF
065D3	旓					U+65D3
065D6	旖					U+65D6
065D7	旗					U+65D7
065DD	旝					U+65DD
065E2	既					U+65E2
065E5	日					U+65E5
065E6	旦					U+65E6
065E8	旨					U+65E8
065E9	早					U+65E9
065EC	旬					U+65EC
065ED	旭					U+65ED
065F0	旰					U+65F0
065F1	旱					U+65F1
065F4	旴					U+65F4
065FA	旺					U+65FA
065FB	旻					U+65FB
065FC	旼					U+65FC
06603	昃					U+6603
06606	昆					U+6606
06607	昇		升			U+6607
06608	昈					U+6608
06609	昉					U+6609
0660A	昊					U+660A
06612	昒					U+6612
06613	易					U+6613
06614	昔					U+6614
0661C	昜					U+661C
0661F	星					U+661F
06625	春					U+6625
0662B	昫					U+662B
0662F	是					U+662F
06631	昱					U+6631
06633	昳					U+6633
06642	時			时		U+6642
06643	晃					U+6643
06648	晈					U+6648
0665B	晛			𬀪		U+665B
0665C	晜					U+665C
0665D	晝			昼	昼	U+665D
0665F	晟					U+665F
06664	晤					U+6664
06666	晦					U+6666
0666E	普					U+666E
0666F	景					U+666F
06674	晴					U+6674
06676	晶					U+6676
06677	晷					U+6677
06688	暈			晕		U+6688
06691	暑					U+6691
06697	暗					U+6697
06698	暘			旸		U+6698
066A2	暢			畅		U+66A2
066A4	暤					U+66A4
066B5	暵					U+66B5
066B9	暹					U+66B9
066C0	曀					U+66C0
066C4	曄			晔		U+66C4
066C6	曆			历	暦	U+66C6
066C7	曇			昙		U+66C7
066D9	曙					U+66D9
066DC	曜					U+66DC
066E0	曠			旷		U+66E0
066E6	曦					U+66E6
066F0	曰					U+66F0
066F2	曲					U+66F2
066F3	曳					U+66F3
066F4	更					U+66F4
066F8	書			书		U+66F8
066F9	曹					U+66F9
066FE	曾				曽	U+66FE
066FF	替					U+66FF
06703	會			会	会	U+6703
06708	月					U+6708
06709	有					U+6709
06710	朐					U+6710
06712	朒					U+6712
06714	朔					U+6714
06715	朕					U+6715
06717	朗					U+6717
06718	朘					U+6718
0671B	望					U+671B
0671F	期					U+671F
06722	朢		望			U+6722
06728	木					U+6728
0672C	本					U+672C
0672D	札					U+672D
0672F	术					U+672F
06731	朱					U+6731
06738	朸					U+6738
06743	权					U+6743
06744	杄					U+6744
06745	杅					U+6745
06746	杆					U+6746
06749	杉					U+6749
0674E	李					U+674E
0674F	杏					U+674F
06751	村					U+6751
06755	杕					U+6755
06756	杖					U+6756
06757	杗					U+6757
0675C	杜					U+675C
0675E	杞					U+675E
0675F	束					U+675F
06760	杠					U+6760
06762	杢					U+6762
0676A	杪					U+676A
06770	杰					U+6770
06774	杴					U+6774
06775	杵					U+6775
0677B	杻					U+677B
0677C	杼					U+677C
06781	极					U+6781
06785	枅					U+6785
06789	枉					U+6789
0678B	枋					U+678B
0678D	枍					U+678D
06790	析					U+6790
06793	枓					U+6793
06797	林					U+6797
06798	枘					U+6798
0679C	果					U+679C
067A1	枡					U+67A1
067AF	枯					U+67AF
067B5	枵					U+67B5
067B6	架					U+67B6
067B8	枸					U+67B8
067BB	枻					U+67BB
067BC	枼					U+67BC
067C8	柈					U+67C8
067CA	柊					U+67CA
067CF	柏					U+67CF
067D2	柒					U+67D2
067D3	染					U+67D3
067D8	柘					U+67D8
067DA	柚					U+67DA
067DC	柜					U+67DC
067E9	柩					U+67E9
067EF	柯					U+67EF
067FE	柾					U+67FE
06800	栀					U+6800
06803	栃					U+6803
06813	栓					U+6813
06817	栗					U+6817
0681A	栚					U+681A
0681D	栝					U+681D
0681E	栞		刊			U+681E
06821	校					U+6821
0682A	株					U+682A
0682B	栫					U+682B
06831	栱					U+6831
06834	栴					U+6834
06838	核					U+6838
0683C	格					U+683C
0683D	栽					U+683D
06840	桀					U+6840
06841	桁					U+6841
06843	桃					U+6843
06844	桄					U+6844
06846	框					U+6846
06848	案					U+6848
0684E	桎					U+684E
06850	桐					U+6850
06851	桑					U+6851
06853	桓					U+6853
06854	桔					U+6854
0685D	桝					U+685D
06876	桶					U+6876
06877	桷					U+6877
06879	桹					U+6879
0687E	桾					U+687E
0687F	桿		杆			U+687F
06881	梁					U+6881
06882	梂					U+6882
0689F	梟			枭		U+689F
068A0	梠					U+68A0
068A2	梢					U+68A2
068A7	梧					U+68A7
068AC	梬					U+68AC
068AD	梭					U+68AD
068B0	械					U+68B0
068B1	梱					U+68B1
068C4	棄		弃			U+68C4
068CB	棋					U+68CB
068CD	棍					U+68CD
068D6	棖			枨		U+68D6
068D7	棗			枣		U+68D7
068D8	棘					U+68D8
068E8	棨					U+68E8
068EB	棫					U+68EB
068EE	森					U+68EE
068FA	棺					U+68FA
068FD	棽					U+68FD
06905	椅					U+6905
06906	椆					U+6906
06907	椇					U+6907
0690B	椋					U+690B
0690D	植				植	U+690D
06910	椐					U+6910
0691B	椛					U+691B
0694A	楊			杨		U+694A
0695B	楛					U+695B
06960	楠					U+6960
06963	楣					U+6963
06968	楨			桢		U+6968
0696D	業			业		U+696D
0696E	楮					U+696E
06976	楶					U+6976
06977	楷					U+6977
06978	楸					U+6978
06979	楹					U+6979
06982	概					U+6982
0698A	榊					U+698A
06994	榔					U+6994
06998	榘		矩			U+6998
0699C	榜					U+699C
069A4	榤					U+69A4
069A9	榩					U+69A9
069AD	榭					U+69AD
069B7	榷					U+69B7
069BA	榺					U+69BA
069BE	榾					U+69BE
069CA	槊					U+69CA
069CE	槎					U+69CE
069D3	槓		杠			U+69D3
069D4	槔					U+69D4
069E4	槤			梿		U+69E4
069F2	槲					U+69F2
069F3	槳			桨		U+69F3
069FA	槺					U+69FA
069FB	槻					U+69FB
06A02	樂			乐	楽	U+6A02
06A0B	樋					U+6A0B
06A10	樐		櫓	橹		U+6A10
06A11	樑		梁			U+6A11
06A2A	横					U+6A2A
06A2B	樫					U+6A2B
06A32	樲					U+6A32
06A39	樹			树		U+6A39
06A3A	樺			桦		U+6A3A
06A3D	樽					U+6A3D
06A3E	樾					U+6A3E
06A44	橄					U+6A44
06A47	橇					U+6A47
06A50	橐					U+6A50
06A58	橘					U+6A58
06A5B	橛					U+6A5B
06A5F	機			机		U+6A5F
06A65	橥					U+6A65
06A71	橱					U+6A71
06A7F	橿					U+6A7F
06A80	檀					U+6A80
06A8D	檍					U+6A8D
06A8E	檎					U+6A8E
06A9C	檜			桧		U+6A9C
06AA0	檠					U+6AA0
06AA2	檢			检	検	U+6AA2
06AA3	檣			樯		U+6AA3
06AAF	檯			台		U+6AAF
06ABB	檻			槛		U+6ABB
06AC2	櫂		棹			U+6AC2
06AC3	櫃			柜		U+6AC3
06AD3	櫓			橹		U+6AD3
06AD4	櫔					U+6AD4
06ADA	櫚			榈		U+6ADA
06ADC	櫜					U+6ADC
06ADD	櫝			椟		U+6ADD
06ADE	櫞			橼		U+6ADE
06AE7	櫧			槠		U+6AE7
06AE8	櫨			栌		U+6AE8
06AEA	櫪			枥		U+6AEA
06B16	欖			榄		U+6B16
06B20	欠					U+6B20
06B21	次					U+6B21
06B23	欣					U+6B23
06B2E	欮					U+6B2E
06B31	欱					U+6B31
06B3D	欽			钦		U+6B3D
06B3E	款					U+6B3E
06B45	歅					U+6B45
06B46	歆					U+6B46
06B4C	歌					U+6B4C
06B59	歙					U+6B59
06B5B	歛		斂	敛		U+6B5B
06B62	止					U+6B62
06B63	正					U+6B63
06B67	歧					U+6B67
06B6B	歫					U+6B6B
06B72	歲			岁	歳	U+6B72
06B77	歷			历	歴	U+6B77
06B78	歸			归	帰	U+6B78
06B7B	死					U+6B7B
06B7E	歾					U+6B7E
06B81	殁					U+6B81
06B8A	殊					U+6B8A
06B96	殖				殖	U+6B96
06B9E	殞			殒		U+6B9E
06BA3	殣					U+6BA3
06BA4	殤			殇		U+6BA4
06BAA	殪					U+6BAA
06BAD	殭		僵			U+6BAD
06BAE	殮			殓		U+6BAE
06BB3	殳					U+6BB3
06BB8	殸					U+6BB8
06BB9	殹					U+6BB9
06BBA	殺					U+6BBA
06BBB	殻			壳		U+6BBB
06BC1	毁				毀	U+6BC1
06BCC	毌					U+6BCC
06BD3	毓					U+6BD3
06BE6	毦					U+6BE6
06BEB	毫					U+6BEB
06BEC	毬		球			U+6BEC
06C02	氂		牦			U+6C02
06C04	氄					U+6C04
06C08	氈			毡		U+6C08
06C0D	氍					U+6C0D
06C0F	氏					U+6C0F
06C13	氓					U+6C13
06C14	气					U+6C14
06C23	氣			气	気	U+6C23
06C24	氤					U+6C24
06C26	氦					U+6C26
06C34	水					U+6C34
06C38	永					U+6C38
06C3F	氿					U+6C3F
06C40	汀					U+6C40
06C41	汁					U+6C41
06C42	求					U+6C42
06C4D	汍					U+6C4D
06C50	汐					U+6C50
06C54	汔					U+6C54
06C55	汕					U+6C55
06C57	汗					U+6C57
06C5D	汝					U+6C5D
06C5E	汞					U+6C5E
06C5F	江					U+6C5F
06C67	汧					U+6C67
06C68	汨					U+6C68
06C69	汩					U+6C69
06C6A	汪					U+6C6A
06C6D	汭					U+6C6D
06C70	汰					U+6C70
06C72	汲					U+6C72
06C76	汶					U+6C76
06C79	汹					U+6C79
06C7D	汽					U+6C7D
06C84	沄					U+6C84
06C85	沅					U+6C85
06C8F	沏					U+6C8F
06C90	沐					U+6C90
06C94	沔					U+6C94
06C95	沕					U+6C95
06C9A	沚					U+6C9A
06CA1	没					U+6CA1
06CAC	沬					U+6CAC
06CAD	沭					U+6CAD
06CB3	河					U+6CB3
06CB9	油					U+6CB9
06CBA	沺					U+6CBA
06CBD	沽					U+6CBD
06CBF	沿					U+6CBF
06CC4	泄					U+6CC4
06CC9	泉					U+6CC9
06CCA	泊					U+6CCA
06CD0	泐					U+6CD0
06CD2	泒					U+6CD2
06CD3	泓					U+6CD3
06CD7	泗					U+6CD7
06CE1	泡					U+6CE1
06CE3	泣					U+6CE3
06CEB	泫					U+6CEB
06CEE	泮					U+6CEE
06CF0	泰					U+6CF0
06CF3	泳					U+6CF3
06D01	洁					U+6D01
06D04	洄					U+6D04
06D0A	洊					U+6D0A
06D0C	洌					U+6D0C
06D11	洑					U+6D11
06D17	洗					U+6D17
06D19	洙					U+6D19
06D1B	洛					U+6D1B
06D1E	洞					U+6D1E
06D25	津					U+6D25
06D27	洧					U+6D27
06D28	洨					U+6D28
06D29	洩		泄			U+6D29
06D2A	洪					U+6D2A
06D2D	洭					U+6D2D
06D31	洱					U+6D31
06D32	洲					U+6D32
06D33	洳					U+6D33
06D36	洶		汹			U+6D36
06D38	洸					U+6D38
06D3B	活					U+6D3B
06D3D	洽					U+6D3D
06D44	浄		净			U+6D44
06D5A	浚					U+6D5A
06D5E	浞					U+6D5E
06D63	浣					U+6D63
06D65	浥					U+6D65
06D66	浦					U+6D66
06D6A	浪					U+6D6A
06D6C	浬					U+6D6C
06D6E	浮					U+6D6E
06D6F	浯					U+6D6F
06D70	浰					U+6D70
06D77	海					U+6D77
06D7F	浿			𬇙		U+6D7F
06D82	涂					U+6D82
06D83	涃					U+6D83
06D85	涅					U+6D85
06D88	消					U+6D88
06D89	涉				渉	U+6D89
06D8C	涌					U+6D8C
06D94	涔					U+6D94
06D96	涖		莅			U+6D96
06DB2	液					U+6DB2
06DB8	涸					U+6DB8
06DC0	淀					U+6DC0
06DC7	淇					U+6DC7
06DCB	淋					U+6DCB
06DDD	淝					U+6DDD
06DDF	淟					U+6DDF
06DE0	淠					U+6DE0
06DE6	淦					U+6DE6
06DE9	淩					U+6DE9
06DEF	淯					U+6DEF
06DF4	淴					U+6DF4
06DF6	淶			涞		U+6DF6
06DF7	混					U+6DF7
06DFB	添					U+6DFB
06DFC	淼		渺			U+6DFC
06E05	清					U+6E05
06E1A	渚					U+6E1A
06E1F	渟					U+6E1F
06E20	渠					U+6E20
06E21	渡					U+6E21
06E2B	渫					U+6E2B
06E2D	渭					U+6E2D
06E2F	港					U+6E2F
06E38	游					U+6E38
06E3A	渺					U+6E3A
06E43	湃					U+6E43
06E44	湄					U+6E44
06E49	湉					U+6E49
06E4E	湎					U+6E4E
06E56	湖					U+6E56
06E58	湘					U+6E58
06E5E	湞			浈		U+6E5E
06E5F	湟					U+6E5F
06E67	湧		涌			U+6E67
06E6B	湫					U+6E6B
06E6F	湯			汤		U+6E6F
06E86	溆					U+6E86
06E8F	溏					U+6E8F
06E90	源					U+6E90
06EA0	溠					U+6EA0
06EA2	溢					U+6EA2
06EA5	溥					U+6EA5
06EA7	溧					U+6EA7
06EB3	溳			涢		U+6EB3
06EC1	滁					U+6EC1
06EC2	滂					U+6EC2
06EC5	滅			灭		U+6EC5
06EC6	滆					U+6EC6
06EC9	滉					U+6EC9
06ECB	滋					U+6ECB
06ECD	滍					U+6ECD
06ED0	滐					U+6ED0
06ED5	滕					U+6ED5
06EEC	滬			沪		U+6EEC
06EF7	滷			卤		U+6EF7
06EF8	滸			浒		U+6EF8
06EF9	滹					U+6EF9
06EFB	滻			浐		U+6EFB
06F01	漁			渔		U+6F01
06F09	漉					U+6F09
06F0F	漏					U+6F0F
06F19	漙					U+6F19
06F22	漢			汉		U+6F22
06F23	漣			涟		U+6F23
06F26	漦					U+6F26
06F2A	漪					U+6F2A
06F32	漲			涨		U+6F32
06F36	漶					U+6F36
06F3F	漿			浆		U+6F3F
06F41	潁			颍		U+6F41
06F54	潔			洁		U+6F54
06F59	潙			沩		U+6F59
06F5C	潜					U+6F5C
06F5D	潝					U+6F5D
06F5E	潞					U+6F5E
06F5F	潟					U+6F5F
06F62	潢					U+6F62
06F64	潤			润		U+6F64
06F68	潨					U+6F68
06F70	潰			溃		U+6F70
06F74	潴					U+6F74
06F78	潸					U+6F78
06F80	澀			涩	渋	U+6F80
06F87	澇			涝		U+6F87
06F90	澐			沄		U+6F90
06F92	澒					U+6F92
06F97	澗			涧		U+6F97
06FA3	澣		浣			U+6FA3
06FA6	澦			滪		U+6FA6
06FA7	澧					U+6FA7
06FA8	澨					U+6FA8
06FAD	澭					U+6FAD
06FAE	澮			浍		U+6FAE
06FB4	澴					U+6FB4
06FB6	澶					U+6FB6
06FC7	濇		澀	涩		U+6FC7
06FCA	濊					U+6FCA
06FDE	濞					U+6FDE
06FE0	濠					U+6FE0
06FE4	濤			涛		U+6FE4
06FEB	濫			滥		U+6FEB
06FEF	濯					U+6FEF
06FF0	濰			潍		U+6FF0
07006	瀆			渎		U+7006
07007	瀇					U+7007
0700B	瀋			沈		U+700B
0700D	瀍					U+700D
07018	瀘			泸		U+7018
0701B	瀛					U+701B
0701D	瀝			沥		U+701D
0701E	瀞					U+701E
07028	瀨			濑	瀬	U+7028
07032	瀲			潋		U+7032
07039	瀹					U+7039
07058	灘			滩		U+7058
0706B	火					U+706B
0706F	灯					U+706F
07070	灰					U+7070
07078	灸					U+7078
0707C	灼					U+707C
0707D	災		灾			U+707D
0707E	灾					U+707E
0708E	炎					U+708E
07092	炒					U+7092
0709F	炟					U+709F
070AB	炫					U+70AB
070AC	炬					U+70AC
070AE	炮					U+70AE
070B0	炰					U+70B0
070C8	烈					U+70C8
070CB	烋					U+70CB
070D4	烔					U+70D4
070D5	烕					U+70D5
070D6	烖		灾			U+70D6
070D8	烘					U+70D8
070D9	烙					U+70D9
070F9	烹					U+70F9
0710A	焊					U+710A
0711A	焚					U+711A
0711C	焜					U+711C
07126	焦					U+7126
0712B	焫					U+712B
0712F	焯					U+712F
07136	然					U+7136
0714C	煌					U+714C
0715C	煜					U+715C
07160	煠					U+7160
07166	煦					U+7166
07169	煩			烦		U+7169
0716C	煬			炀		U+716C
0716E	煮					U+716E
07199	熙					U+7199
071A8	熨					U+71A8
071AC	熬					U+71AC
071AF	熯					U+71AF
071B1	熱			热		U+71B1
071B2	熲			颎		U+71B2
071B9	熹					U+71B9
071C1	燁			烨		U+71C1
071E7	燧					U+71E7
071EE	燮					U+71EE
071FE	燾			焘		U+71FE
071FF	燿		耀			U+71FF
07207	爇					U+7207
07210	爐			炉	炉	U+7210
0721A	爚					U+721A
0721D	爝					U+721D
0721E	爞					U+721E
0722F	爯					U+722F
07230	爰					U+7230
07232	爲			为	為	U+7232
07235	爵					U+7235
0723D	爽					U+723D
0723F	爿					U+723F
07240	牀		床			U+7240
07241	牁					U+7241
07242	牂					U+7242
07246	牆		墻	墙		U+7246
07247	片					U+7247
07249	牉					U+7249
07252	牒					U+7252
07253	牓		榜			U+7253
07258	牘			牍		U+7258
07259	牙					U+7259
0725B	牛					U+725B
07269	物					U+7269
0726F	牯					U+726F
07272	牲					U+7272
07277	牷					U+7277
07278	牸					U+7278
07279	特					U+7279
0727D	牽			牵		U+727D
07280	犀					U+7280
07284	犄					U+7284
07296	犖			荦		U+7296
0729B	犛		牦			U+729B
072A2	犢			犊		U+72A2
072A7	犧			牺	犠	U+72A7
072A8	犨					U+72A8
072AC	犬					U+72AC
072B0	犰					U+72B0
072B5	犵					U+72B5
072C0	狀			状	状	U+72C0
072C1	狁					U+72C1
072C2	狂					U+72C2
072C4	狄					U+72C4
072CC	狌					U+72CC
072D0	狐					U+72D0
072D7	狗					U+72D7
072DB	狛					U+72DB
072E1	狡					U+72E1
072E9	狩					U+72E9
072F0	狰					U+72F0
072F3	狳					U+72F3
072F8	狸					U+72F8
072FA	狺					U+72FA
072FB	狻					U+72FB
072FC	狼					U+72FC
072FD	狽			狈		U+72FD
07307	猇					U+7307
0730E	猎					U+730E
07317	猗					U+7317
07322	猢					U+7322
07328	猨		猿			U+7328
07329	猩					U+7329
0732A	猪					U+732A
0732C	猬					U+732C
07337	猷					U+7337
0733F	猿					U+733F
07343	獃		呆			U+7343
07344	獄			狱		U+7344
0734D	獍					U+734D
07352	獒					U+7352
07369	獩					U+7369
0736B	獫			猃		U+736B
07372	獲			获		U+7372
07375	獵			猎	猟	U+7375
07377	獷			犷		U+7377
07378	獸			兽	獣	U+7378
0737A	獺			獭		U+737A
0737B	獻			献	献	U+737B
07384	玄					U+7384
07385	玅		妙			U+7385
07389	玉					U+7389
0738B	王					U+738B
07395	玕					U+7395
07396	玖					U+7396
07397	玗					U+7397
0739F	玟					U+739F
073A0	玠					U+73A0
073A6	玦					U+73A6
073B9	玹					U+73B9
073C0	珀					U+73C0
073C2	珂					U+73C2
073CC	珌					U+73CC
073D9	珙					U+73D9
073DE	珞					U+73DE
073E0	珠					U+73E0
073E5	珥					U+73E5
073E9	珩					U+73E9
073EA	珪					U+73EA
073ED	班					U+73ED
073FE	現			现		U+73FE
07403	球					U+7403
07405	琅					U+7405
07406	理					U+7406
0741A	琚					U+741A
07424	琤					U+7424
07425	琥					U+7425
07426	琦					U+7426
07428	琨					U+7428
0742A	琪					U+742A
07431	琱		雕			U+7431
07433	琳					U+7433
07434	琴					U+7434
07440	瑀					U+7440
0744B	瑋			玮		U+744B
07452	瑒			玚		U+7452
07457	瑗					U+7457
0745A	瑚					U+745A
07463	瑣			琐		U+7463
0746F	瑯		琅			U+746F
07473	瑳					U+7473
0747E	瑾					U+747E
07487	璇					U+7487
07489	璉			琏		U+7489
07490	璐					U+7490
07497	璗			𬍡		U+7497
0749C	璜					U+749C
0749F	璟					U+749F
074A3	璣			玑		U+74A3
074A6	璦			瑷		U+74A6
074B0	環			环		U+74B0
074B2	璲					U+74B2
074BF	璿		璇			U+74BF
074DB	瓛			𤩽		U+74DB
074DE	瓞					U+74DE
074E6	瓦					U+74E6
074F7	瓷					U+74F7
07503	甃					U+7503
0750E	甎		磚	砖		U+750E
07515	甕		瓮			U+7515
07518	甘					U+7518
0751A	甚					U+751A
0751C	甜					U+751C
0751F	生					U+751F
07521	甡					U+7521
07523	産			产		U+7523
07525	甥					U+7525
07526	甦		蘇	苏		U+7526
07528	用					U+7528
0752C	甬					U+752C
07530	田					U+7530
07531	由					U+7531
07532	甲					U+7532
07533	申					U+7533
07537	男					U+7537
07538	甸					U+7538
07539	甹					U+7539
0753A	町					U+753A
0753E	甾					U+753E
0753F	甿					U+753F
07540	畀					U+7540
0754B	畋					U+754B
0754C	界					U+754C
0754E	畎					U+754E
0754F	畏					U+754F
07551	畑					U+7551
07554	畔					U+7554
0755D	畝			亩		U+755D
